"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","0","10","50","0","2018","4","",129532,1977256,1989715,1987509,24771719046,1569884496,23111692,960,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2235,1.8,28824,1.5,32769,1.7,32183,1.6,1195316796,5.1,106480110,7.3,-341754,-1.5,32,3.4
"01000","1","10","51","0","2018","4","",1199,53263,53722,53982,1175152413,0,0,1685,"",1.59,1.42,1.43,1.43,1.67,0.00,0.00,1.17,"",-4,-0.3,180,0.3,775,1.5,789,1.5,80727399,7.4,0,0.0,0,0.0,99,6.2
"01000","2","10","51","0","2018","4","",1382,97796,97757,97777,1426095743,42887,1467,1122,"",1.55,1.57,1.56,1.56,1.76,0.00,0.02,1.12,"",1,0.1,566,0.6,201,0.2,848,0.9,50580325,3.7,36472,568.5,1429,3760.5,34,3.1
"01000","3","10","51","0","2018","4","",3696,214732,215456,215485,2307563891,8517927,87064,825,"",1.70,1.11,1.10,1.10,1.08,0.28,0.67,0.98,"",-13,-0.4,1047,0.5,1225,0.6,977,0.5,82543126,3.7,241514,2.9,-1113,-1.3,26,3.3
"01000","5","10","51","0","2018","4","",123255,1611465,1622780,1620265,19862906999,1561323682,23023161,944,"",0.98,0.96,0.96,0.96,0.94,1.03,1.00,0.98,"",2251,1.9,27031,1.7,30568,1.9,29569,1.9,981465946,5.2,106202124,7.3,-342070,-1.5,30,3.3
"01000","8","10","96","0","2018","4","",6277,365791,366935,367244,4908812047,8560814,88531,1030,"",1.64,1.24,1.24,1.24,1.34,0.17,0.46,1.08,"",-16,-0.3,1793,0.5,2201,0.6,2614,0.7,213850850,4.6,277986,3.4,316,0.4,39,3.9
"01001","0","10","70","0","2018","4","",874,10867,11032,10998,107791190,7350664,83286,756,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-1.2,40,0.4,133,1.2,147,1.4,4136829,4.0,159218,2.2,-9553,-10.3,22,3.0
"01001","1","10","71","0","2018","4","",12,95,87,89,1301470,0,0,1108,"",2.36,0.46,0.42,0.42,0.43,0.00,0.00,0.98,"",0,0.0,12,14.5,-1,-1.1,2,2.3,96760,8.0,0,0.0,0,0.0,30,2.8
"01001","2","10","71","0","2018","4","",19,542,558,545,6165561,0,0,865,"",3.15,1.58,1.60,1.57,1.74,0.00,0.00,1.10,"",0,0.0,-45,-7.7,-39,-6.5,-51,-8.6,-374913,-5.7,0,0.0,0,0.0,17,2.0
"01001","3","10","71","0","2018","4","",32,1926,1919,1914,17735209,1252,7,711,"",2.18,1.80,1.76,1.77,1.91,0.01,0.01,1.07,"",0,0.0,19,1.0,16,0.8,9,0.5,443365,2.6,-2623,-67.7,-16,-69.6,13,1.9
