"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","0","10","50","0","2021","3","",141303,1968018,1966211,1969406,26284441592,1959661151,33180603,1027,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8310,6.2,85899,4.6,66758,3.5,63033,3.3,2189817325,9.1,289961079,17.4,12936299,63.9,49,5.0
"01000","1","10","51","0","2021","3","",1257,55393,55427,55565,1218013380,0,0,1689,"",1.59,1.40,1.41,1.42,1.78,0.00,0.00,1.27,"",7,0.6,12,0.0,-3251,-5.5,-3062,-5.2,19467364,1.6,0,0.0,0,0.0,87,5.4
"01000","2","10","51","0","2021","3","",1372,95626,95637,96736,1417283828,60394,695,1136,"",1.52,1.57,1.57,1.57,1.59,0.00,0.01,1.02,"",10,0.7,114,0.1,27,0.0,-53,-0.1,38129288,2.8,-2099,-3.4,-1107,-61.4,31,2.8
"01000","3","10","51","0","2021","3","",3749,205618,208282,211243,2568728268,11172255,148061,948,"",1.70,1.24,1.20,1.12,1.22,0.34,0.76,1.03,"",35,0.9,3333,1.6,3543,1.7,3511,1.7,177347773,7.4,2979715,36.4,82682,126.5,50,5.6
"01000","5","10","51","0","2021","3","",134925,1611381,1606865,1605862,21080416116,1948428502,33031847,1008,"",0.98,0.95,0.95,0.96,0.93,1.02,1.00,0.98,"",8258,6.5,82440,5.4,66439,4.3,62637,4.1,1954872900,10.2,286983463,17.3,12854724,63.7,51,5.3
"01000","8","10","96","0","2021","3","",6378,356637,359346,363544,5204025476,11232649,148756,1112,"",1.64,1.34,1.31,1.25,1.42,0.23,0.59,1.09,"",52,0.8,3459,1.0,319,0.1,396,0.1,234944425,4.7,2977616,36.1,81575,121.4,46,4.3
"01001","0","10","70","0","2021","3","",978,11150,11047,11148,125146461,10622505,186945,866,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",60,6.5,434,4.1,245,2.3,348,3.2,9562291,8.3,1844610,21.0,77851,71.4,41,5.0
"01001","1","10","71","0","2021","3","",10,75,81,77,1105396,0,0,1095,"",1.83,0.33,0.37,0.35,0.34,0.00,0.00,0.97,"",-1,-9.1,-10,-11.8,-36,-30.8,-40,-34.2,-122358,-10.0,0,0.0,0,0.0,207,23.3
"01001","2","10","71","0","2021","3","",18,553,558,562,8680914,0,0,1197,"",2.88,1.60,1.63,1.61,2.05,0.00,0.00,1.27,"",-1,-5.3,24,4.5,23,4.3,18,3.3,980279,12.7,0,0.0,0,0.0,92,8.3
"01001","3","10","71","0","2021","3","",32,1793,1809,1925,21729999,16390,189,907,"",2.10,1.91,1.86,1.80,2.18,0.09,0.17,1.17,"",0,0.0,26,1.5,23,1.3,105,5.8,2360497,12.2,13529,472.9,172,1011.8,75,9.0
"01001","5","10","71","0","2021","3","",918,8729,8599,8584,93630152,10606115,186756,834,"",0.97,0.91,0.90,0.90,0.87,1.02,1.01,0.96,"",62,7.2,394,4.7,235,2.8,265,3.2,6343873,7.3,1831081,20.9,77679,71.2,29,3.6
"01003","0","10","70","0","2021","3","",7262,79186,77423,76923,863981008,97901043,1518991,854,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",536,8.0,4758,6.4,3354,4.5,3988,5.5,108592188,14.4,10802059,12.4,505265,49.8,67,8.5
"01003","1","10","71","0","2021","3","",34,385,388,399,5743205,0,0,1131,"",0.84,0.24,0.25,0.26,0.26,0.00,0.00,1.02,"",0,0.0,0,0.0,-96,-19.8,-94,-19.1,-140956,-2.4,0,0.0,0,0.0,134,13.4
"01003","2","10","71","0","2021","3","",37,1083,1056,1128,12468013,0,0,881,"",0.80,0.44,0.44,0.47,0.43,0.00,0.00,0.95,"",2,5.7,-11,-1.0,-49,-4.4,-31,-2.7,516647,4.3,0,0.0,0,0.0,60,7.3
"01003","3","10","71","0","2021","3","",90,8453,8530,8753,102708181,690194,8327,921,"",0.80,1.27,1.25,1.19,1.49,0.42,0.93,1.21,"",0,0.0,496,6.2,398,4.9,233,2.7,8309227,8.8,75632,12.3,4358,109.8,36,4.1
"01003","5","10","71","0","2021","3","",7101,69265,67449,66643,743061609,97210849,1510664,843,"",1.01,1.01,1.01,1.02,1.00,1.02,1.00,0.99,"",534,8.1,4273,6.6,3101,4.8,3880,6.2,99907270,15.5,10726427,12.4,500907,49.6,70,9.1
"01005","0","10","70","0","2021","3","",592,7647,7706,7752,77287940,7547433,125239,772,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,4.8,-192,-2.4,-138,-1.8,-74,-0.9,-421672,-0.5,1189329,18.7,35928,40.2,9,1.2
"01005","1","10","71","0","2021","3","",9,51,59,52,770151,0,0,1097,"",2.72,0.33,0.38,0.34,0.38,0.00,0.00,1.10,"",0,0.0,-5,-8.9,-20,-25.3,-34,-39.5,-94543,-10.9,0,0.0,0,0.0,194,21.5
"01005","2","10","71","0","2021","3","",19,578,580,552,6626570,0,0,894,"",5.01,2.44,2.43,2.27,2.53,0.00,0.00,1.06,"",1,5.6,-27,-4.5,-15,-2.5,-47,-7.8,-160333,-2.4,0,0.0,0,0.0,23,2.6
"01005","3","10","71","0","2021","3","",31,955,978,957,10012112,80602,1953,799,"",3.36,1.48,1.44,1.29,1.62,0.64,2.65,1.16,"",0,0.0,4,0.4,10,1.0,6,0.6,816280,8.9,3438,4.5,936,92.0,60,8.1
"01005","5","10","71","0","2021","3","",533,6063,6089,6191,59879107,7466831,123286,753,"",0.93,0.92,0.92,0.94,0.90,1.01,0.99,0.97,"",26,5.1,-164,-2.6,-113,-1.8,1,0.0,-983076,-1.6,1185891,18.9,34992,39.6,-1,-0.1
"01007","0","10","70","0","2021","3","",392,4737,4719,4747,52975409,4037392,62315,861,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,5.4,113,2.4,135,2.9,60,1.3,1721572,3.4,-22300,-0.5,2891,4.9,10,1.2
"01007","1","10","71","0","2021","3","",10,69,68,67,1090437,0,0,1234,"",4.57,0.72,0.72,0.71,0.79,0.00,0.00,1.10,"",0,0.0,4,6.2,-2,-2.9,-7,-9.5,66934,6.5,0,0.0,0,0.0,104,9.2
"01007","2","10","71","0","2021","3","",13,223,220,216,2777933,0,0,973,"",5.18,1.52,1.51,1.45,1.55,0.00,0.00,1.04,"",0,0.0,-31,-12.2,-25,-10.2,-29,-11.8,-268665,-8.8,0,0.0,0,0.0,28,3.0
"01007","3","10","71","0","2021","3","",31,946,977,969,9453312,45959,529,754,"",5.07,2.37,2.35,2.13,2.24,0.68,1.44,0.98,"",0,0.0,38,4.2,74,8.2,6,0.6,323974,3.5,-8516,-15.6,208,64.8,-5,-0.7
"01007","5","10","71","0","2021","3","",338,3499,3454,3495,39653727,3991433,61786,876,"",0.89,0.85,0.85,0.86,0.87,1.01,1.00,1.02,"",20,6.3,102,3.0,88,2.6,90,2.6,1599329,4.2,-13784,-0.3,2683,4.5,12,1.4
"01009","0","10","70","0","2021","3","",869,8439,8450,8530,86171057,7549961,115715,782,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",60,7.4,138,1.7,55,0.7,109,1.3,7780718,9.9,913315,13.8,44067,61.5,62,8.6
"01009","1","10","71","0","2021","3","",10,86,67,77,1082347,0,0,1086,"",2.06,0.51,0.40,0.45,0.48,0.00,0.00,1.07,"",0,0.0,-3,-3.4,-49,-42.2,-38,-33.0,-79703,-6.9,0,0.0,0,0.0,248,29.6
"01009","2","10","71","0","2021","3","",11,158,156,155,1470164,0,0,723,"",1.98,0.60,0.60,0.58,0.50,0.00,0.00,0.85,"",0,0.0,-5,-3.1,-7,-4.3,-7,-4.3,-29541,-2.0,0,0.0,0,0.0,14,2.0
"01009","3","10","71","0","2021","3","",44,1639,1706,1850,18063740,89855,1120,802,"",3.25,2.30,2.29,2.26,2.63,0.71,1.64,1.15,"",0,0.0,-20,-1.2,14,0.8,51,2.8,1167412,6.9,20150,28.9,539,92.8,45,5.9
"01009","5","10","71","0","2021","3","",804,6556,6521,6448,65554806,7460106,114595,775,"",0.95,0.90,0.90,0.89,0.88,1.01,1.00,0.99,"",60,8.1,166,2.6,97,1.5,103,1.6,6722550,11.4,893165,13.6,43528,61.2,66,9.3
"01011","0","10","70","0","2021","3","",195,2805,2809,2794,30723139,2472945,54892,843,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,6.0,-78,-2.7,-78,-2.7,-161,-5.4,2281492,8.0,-101131,-3.9,12628,29.9,91,12.1
"01011","1","10","71","0","2021","3","",6,29,30,29,423363,0,0,1110,"",5.51,0.51,0.53,0.52,0.53,0.00,0.00,1.01,"",0,0.0,-4,-12.1,-18,-37.5,-24,-45.3,-39967,-8.6,0,0.0,0,0.0,312,39.1
"01011","2","10","71","0","2021","3","",10,209,220,217,3011385,0,0,1076,"",8.01,2.40,2.53,2.48,2.90,0.00,0.00,1.17,"",0,0.0,-35,-14.3,-15,-6.4,-22,-9.2,-84921,-2.7,0,0.0,0,0.0,81,8.1
"01011","3","10","71","0","2021","3","",15,313,320,314,3205394,1163,17,781,"",4.93,1.32,1.29,1.17,1.31,0.03,0.05,1.04,"",1,7.1,8,2.6,8,2.6,3,1.0,128861,4.2,1163,100.0,17,100.0,16,2.1
"01011","5","10","71","0","2021","3","",164,2254,2239,2234,24082997,2471782,54875,826,"",0.86,0.93,0.93,0.94,0.91,1.02,1.01,0.98,"",10,6.5,-47,-2.0,-53,-2.3,-118,-5.0,2277519,10.4,-102294,-4.0,12611,29.8,101,13.9
"01013","0","10","70","0","2021","3","",510,6446,6452,6312,63072372,7011863,126076,758,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,3.4,166,2.6,81,1.3,-189,-2.9,3949844,6.7,418110,6.3,40592,47.5,46,6.5
"01013","1","10","71","0","2021","3","",6,35,38,41,459957,0,0,931,"",2.11,0.27,0.29,0.33,0.28,0.00,0.00,0.95,"",0,0.0,-10,-22.2,-35,-47.9,-28,-40.6,-131816,-22.3,0,0.0,0,0.0,201,27.5
"01013","2","10","71","0","2021","3","",12,93,94,92,1079372,0,0,893,"",3.68,0.46,0.47,0.46,0.51,0.00,0.00,1.08,"",0,0.0,0,0.0,0,0.0,-4,-4.2,-83792,-7.2,0,0.0,0,0.0,-55,-5.8
"01013","3","10","71","0","2021","3","",23,702,740,698,7406964,17936,206,799,"",2.89,1.29,1.30,1.15,1.47,0.15,0.28,1.18,"",0,0.0,52,8.0,81,12.3,7,1.0,746166,11.2,-8634,-32.5,49,31.2,30,3.9
"01013","5","10","71","0","2021","3","",469,5616,5580,5481,54126079,6993927,125870,749,"",0.95,1.01,1.00,1.02,1.00,1.02,1.01,0.99,"",17,3.8,124,2.3,35,0.6,-164,-2.9,3419286,6.7,426744,6.5,40543,47.5,48,6.8
"01015","0","10","70","0","2021","3","",2622,43470,43510,43316,491526154,39296165,622867,871,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",56,2.2,984,2.3,799,1.9,568,1.3,24776413,5.3,4996415,14.6,265553,74.3,29,3.4
"01015","1","10","71","0","2021","3","",47,4073,4064,4031,67208907,0,0,1275,"",3.21,4.65,4.67,4.67,5.27,0.00,0.00,1.13,"",0,0.0,-130,-3.1,-265,-6.1,-273,-6.3,-5160209,-7.1,0,0.0,0,0.0,-26,-2.0
"01015","2","10","71","0","2021","3","",29,1550,1541,1589,18773995,0,0,926,"",1.73,1.15,1.15,1.17,1.13,0.00,0.00,0.98,"",3,11.5,-20,-1.3,-21,-1.3,16,1.0,1361217,7.8,0,0.0,0,0.0,72,8.4
"01015","3","10","71","0","2021","3","",74,6175,6309,6175,73047131,236955,5323,903,"",1.81,1.69,1.65,1.49,1.86,0.36,1.45,1.16,"",2,2.8,-3,0.0,85,1.4,29,0.5,3148964,4.5,149005,169.4,4660,702.9,33,3.8
"01015","5","10","71","0","2021","3","",2472,31672,31596,31521,332496121,39059210,617544,809,"",0.97,0.84,0.84,0.85,0.79,1.02,1.00,0.93,"",51,2.1,1137,3.7,1000,3.3,796,2.6,25426441,8.3,4847410,14.2,260893,73.2,38,4.9
"01017","0","10","70","0","2021","3","",683,8322,8523,8378,84503957,8523775,155781,773,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",49,7.7,267,3.3,289,3.5,88,1.1,1465173,1.8,2229063,35.4,89534,135.2,-7,-0.9
"01017","1","10","71","0","2021","3","",6,48,48,48,677374,0,0,1086,"",1.57,0.29,0.28,0.29,0.31,0.00,0.00,1.08,"",0,0.0,-8,-14.3,-24,-33.3,-23,-32.4,-23579,-3.4,0,0.0,0,0.0,273,33.6
"01017","2","10","71","0","2021","3","",13,135,136,137,1315395,0,0,744,"",2.97,0.52,0.52,0.52,0.46,0.00,0.00,0.88,"",0,0.0,3,2.3,2,1.5,-2,-1.4,-37521,-2.8,0,0.0,0,0.0,-27,-3.5
"01017","3","10","71","0","2021","3","",57,1482,1546,1526,16904055,38738,531,857,"",5.35,2.11,2.06,1.90,2.51,0.27,0.58,1.24,"",-1,-1.7,-62,-4.0,-26,-1.7,-34,-2.2,-383529,-2.2,19854,105.1,335,170.9,4,0.5
"01017","5","10","71","0","2021","3","",607,6657,6793,6667,65607133,8485037,155250,753,"",0.91,0.93,0.93,0.93,0.90,1.02,1.00,0.97,"",50,9.0,334,5.3,337,5.2,147,2.3,1909802,3.0,2209209,35.2,89199,135.0,-9,-1.2
"01019","0","10","70","0","2021","3","",435,5253,5180,5263,51465760,5526255,96307,757,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,2.1,262,5.2,145,2.9,176,3.5,6536596,14.5,629849,12.9,31789,49.3,71,10.3
