"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","0","10","50","0","2022","2","",147066,2015571,2019727,2024965,27945915032,2654532300,34896578,1064,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8852,6.4,68874,3.5,65156,3.3,59748,3.0,2343394400,9.2,80965273,3.1,-7822122,-18.3,57,5.7
"01000","1","10","51","0","2022","2","",1263,54943,54883,55005,1337827812,0,0,1873,"",1.61,1.43,1.43,1.43,1.72,0.00,0.00,1.20,"",8,0.6,-555,-1.0,-558,-1.0,-587,-1.1,116154731,9.5,0,0.0,0,0.0,180,10.6
"01000","2","10","51","0","2022","2","",1380,96882,96839,95802,1512811019,113383,794,1206,"",1.52,1.57,1.58,1.59,1.69,0.01,0.03,1.07,"",33,2.4,-461,-0.5,-226,-0.2,48,0.1,85664768,6.0,-14487,-11.3,-677,-46.0,71,6.3
"01000","3","10","51","0","2022","2","",3749,214448,215050,216371,2591817695,17788106,156061,926,"",1.70,1.12,1.12,1.15,1.06,0.42,0.82,0.94,"",13,0.3,4611,2.2,4391,2.1,4194,2.0,138184306,5.6,667970,3.9,-67953,-30.3,31,3.5
"01000","5","10","51","0","2022","2","",140674,1649298,1652955,1657787,22503458506,2636630811,34739723,1047,"",0.98,0.96,0.96,0.95,0.94,1.02,1.00,0.99,"",8798,6.7,65279,4.1,61549,3.9,56093,3.5,2003390595,9.8,80311790,3.1,-7753492,-18.2,57,5.8
"01000","8","10","96","0","2022","2","",6392,366273,366772,367178,5442456526,17901489,156855,1142,"",1.64,1.26,1.26,1.28,1.32,0.30,0.74,1.04,"",54,0.9,3595,1.0,3607,1.0,3655,1.0,340003805,6.7,653483,3.8,-68630,-30.4,61,5.6
"01001","0","10","70","0","2022","2","",1002,11443,11563,11613,125600472,14576224,188834,837,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",55,5.8,378,3.4,442,4.0,468,4.2,10944517,9.5,84810,0.6,-63101,-25.0,43,5.4
"01001","1","10","71","0","2022","2","",10,83,91,92,1436736,0,0,1246,"",1.87,0.38,0.41,0.42,0.41,0.00,0.00,1.02,"",0,0.0,5,6.4,8,9.6,13,16.5,111920,8.4,0,0.0,0,0.0,-28,-2.2
"01001","2","10","71","0","2022","2","",18,558,575,571,8317426,0,0,1126,"",2.90,1.60,1.64,1.65,2.07,0.00,0.00,1.27,"",0,0.0,32,6.1,35,6.5,27,5.0,1803666,27.7,0,0.0,0,0.0,192,20.6
"01001","3","10","71","0","2022","2","",31,1864,1870,1893,20164280,22671,159,827,"",2.06,1.72,1.71,1.76,1.84,0.10,0.16,1.06,"",-1,-3.1,-30,-1.6,-18,-1.0,-12,-0.6,1516580,8.1,6919,43.9,-22,-12.2,70,9.2
"01001","5","10","71","0","2022","2","",943,8938,9027,9057,95682030,14553553,188675,817,"",0.97,0.91,0.91,0.91,0.89,1.02,1.01,0.98,"",56,6.3,371,4.3,417,4.8,440,5.1,7512351,8.5,77891,0.5,-63079,-25.1,28,3.5
"01003","0","10","70","0","2022","2","",7639,79614,80619,82087,922099730,134634598,1630653,878,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",564,8.0,3795,5.0,3493,4.5,3237,4.1,98751409,12.0,757272,0.6,-438533,-21.2,58,7.1
"01003","1","10","71","0","2022","2","",35,372,361,361,6546259,0,0,1381,"",0.86,0.24,0.24,0.23,0.25,0.00,0.00,1.07,"",1,2.9,-23,-5.8,-9,-2.4,-19,-5.0,-29704,-0.5,0,0.0,0,0.0,56,4.2
"01003","2","10","71","0","2022","2","",37,1066,1056,1012,12451694,0,0,917,"",0.78,0.44,0.43,0.41,0.42,0.00,0.00,0.98,"",2,5.7,-95,-8.2,-80,-7.0,-65,-6.0,78124,0.6,0,0.0,0,0.0,71,8.4
"01003","3","10","71","0","2022","2","",91,9031,9094,9164,106325612,777028,5788,899,"",0.79,1.20,1.19,1.21,1.32,0.36,0.65,1.10,"",1,1.1,164,1.8,207,2.3,127,1.4,5667971,5.6,131680,20.4,-1886,-24.6,32,3.7
